time	I(Lcoil)
6.173232281467861e-003	4.718386e+003
6.203232281467943e-003	4.709221e+003
6.233232281468025e-003	4.700050e+003
6.263232281468107e-003	4.690872e+003
6.293232281468189e-003	4.681689e+003
6.323232281468271e-003	4.672500e+003
6.353232281468353e-003	4.663306e+003
6.383232281468435e-003	4.654108e+003
6.413232281468517e-003	4.644905e+003
6.443232281468599e-003	4.635698e+003
6.473232281468682e-003	4.626488e+003
6.503232281468764e-003	4.617274e+003
6.533232281468846e-003	4.608057e+003
6.563232281468928e-003	4.598837e+003
6.593232281469010e-003	4.589616e+003
6.623232281469092e-003	4.580392e+003
6.653232281469174e-003	4.571166e+003
6.683232281469256e-003	4.561938e+003
6.713232281469338e-003	4.552710e+003
6.743232281469420e-003	4.543481e+003
6.773232281469502e-003	4.534251e+003
6.803232281469584e-003	4.525021e+003
6.833232281469666e-003	4.515791e+003
6.863232281469748e-003	4.506561e+003
6.893232281469830e-003	4.497332e+003
6.923232281469912e-003	4.488103e+003
6.953232281469994e-003	4.478875e+003
6.983232281470076e-003	4.469649e+003
7.013232281470158e-003	4.460425e+003
7.043232281470240e-003	4.451202e+003
7.073232281470322e-003	4.441981e+003
7.103232281470404e-003	4.432763e+003
7.133232281470486e-003	4.423547e+003
7.163232281470569e-003	4.414334e+003
7.193232281470651e-003	4.405125e+003
7.223232281470733e-003	4.395917e+003
7.253232281470815e-003	4.386714e+003
7.283232281470897e-003	4.377515e+003
7.313232281470979e-003	4.368319e+003
7.343232281471061e-003	4.359128e+003
7.373232281471143e-003	4.349941e+003
7.403232281471225e-003	4.340758e+003
7.433232281471307e-003	4.331581e+003
7.463232281471389e-003	4.322408e+003
7.493232281471471e-003	4.313241e+003
7.523232281471553e-003	4.304079e+003
7.553232281471635e-003	4.294922e+003
7.583232281471717e-003	4.285771e+003
7.613232281471799e-003	4.276626e+003
7.643232281471881e-003	4.267488e+003
7.673232281471963e-003	4.258355e+003
7.703232281472045e-003	4.249229e+003
7.733232281472127e-003	4.240110e+003
7.763232281472209e-003	4.230999e+003
7.793232281472291e-003	4.221893e+003
7.823232281472281e-003	4.212795e+003
7.853232281472103e-003	4.203705e+003
7.883232281471924e-003	4.194622e+003
7.913232281471746e-003	4.185546e+003
7.943232281471568e-003	4.176479e+003
7.973232281471390e-003	4.167419e+003
8.003232281471212e-003	4.158368e+003
8.033232281471034e-003	4.149325e+003
8.063232281470855e-003	4.140290e+003
8.093232281470677e-003	4.131264e+003
8.123232281470499e-003	4.122247e+003
8.153232281470321e-003	4.113239e+003
8.183232281470143e-003	4.104239e+003
8.213232281469965e-003	4.095249e+003
8.243232281469786e-003	4.086268e+003
8.273232281469608e-003	4.077297e+003
8.303232281469430e-003	4.068335e+003
8.333232281469252e-003	4.059383e+003
8.363232281469074e-003	4.050441e+003
8.393232281468896e-003	4.041508e+003
8.423232281468717e-003	4.032586e+003
8.453232281468539e-003	4.023674e+003
8.483232281468361e-003	4.014772e+003
8.513232281468183e-003	4.005881e+003
8.543232281468005e-003	3.997000e+003
8.573232281467827e-003	3.988130e+003
8.603232281467648e-003	3.979270e+003
8.633232281467470e-003	3.970421e+003
8.663232281467292e-003	3.961584e+003
8.693232281467114e-003	3.952757e+003
8.723232281466936e-003	3.943942e+003
8.753232281466758e-003	3.935138e+003
8.783232281466579e-003	3.926345e+003
8.813232281466401e-003	3.917563e+003
8.843232281466223e-003	3.908794e+003
8.873232281466045e-003	3.900036e+003
8.903232281465867e-003	3.891289e+003
8.933232281465689e-003	3.882555e+003
8.963232281465510e-003	3.873832e+003
8.993232281465332e-003	3.865121e+003
9.023232281465154e-003	3.856423e+003
9.053232281464976e-003	3.847736e+003
9.083232281464798e-003	3.839062e+003
9.113232281464620e-003	3.830400e+003
9.143232281464441e-003	3.821751e+003
9.173232281464263e-003	3.813114e+003
9.203232281464085e-003	3.804490e+003
9.233232281463907e-003	3.795878e+003
9.263232281463729e-003	3.787279e+003
9.293232281463551e-003	3.778693e+003
9.323232281463372e-003	3.770119e+003
9.353232281463194e-003	3.761559e+003
9.383232281463016e-003	3.753011e+003
9.413232281462838e-003	3.744477e+003
9.443232281462660e-003	3.735956e+003
9.473232281462482e-003	3.727448e+003
9.503232281462304e-003	3.718953e+003
9.533232281462125e-003	3.710471e+003
9.563232281461947e-003	3.702003e+003
9.593232281461769e-003	3.693548e+003
9.623232281461591e-003	3.685106e+003
9.653232281461413e-003	3.676679e+003
9.683232281461235e-003	3.668264e+003
9.713232281461056e-003	3.659864e+003
9.743232281460878e-003	3.651477e+003
9.773232281460700e-003	3.643104e+003
9.803232281460522e-003	3.634744e+003
9.833232281460344e-003	3.626398e+003
9.863232281460166e-003	3.618067e+003
9.893232281459987e-003	3.609749e+003
9.923232281459809e-003	3.601445e+003
9.953232281459631e-003	3.593155e+003
9.983232281459453e-003	3.584879e+003
1.001323228145928e-002	3.576618e+003
1.004323228145910e-002	3.568370e+003
1.007323228145892e-002	3.560137e+003
1.010323228145874e-002	3.551918e+003
1.013323228145856e-002	3.543713e+003
1.016323228145838e-002	3.535522e+003
1.019323228145821e-002	3.527346e+003
1.022323228145803e-002	3.519184e+003
1.025323228145785e-002	3.511036e+003
1.028323228145767e-002	3.502903e+003
1.031323228145749e-002	3.494784e+003
1.034323228145732e-002	3.486680e+003
1.037323228145714e-002	3.478591e+003
1.040323228145696e-002	3.470515e+003
1.043323228145678e-002	3.462455e+003
1.046323228145660e-002	3.454409e+003
1.049323228145642e-002	3.446378e+003
1.052323228145625e-002	3.438361e+003
1.055323228145607e-002	3.430359e+003
1.058323228145589e-002	3.422372e+003
1.061323228145571e-002	3.414399e+003
1.064323228145553e-002	3.406441e+003
1.067323228145536e-002	3.398498e+003
1.070323228145518e-002	3.390570e+003
1.073323228145500e-002	3.382656e+003
1.076323228145482e-002	3.374758e+003
1.079323228145464e-002	3.366874e+003
1.082323228145446e-002	3.359005e+003
1.085323228145429e-002	3.351151e+003
1.088323228145411e-002	3.343312e+003
1.091323228145393e-002	3.335488e+003
1.094323228145375e-002	3.327679e+003
1.097323228145357e-002	3.319885e+003
1.100323228145340e-002	3.312105e+003
1.103323228145322e-002	3.304341e+003
1.106323228145304e-002	3.296591e+003
1.109323228145286e-002	3.288857e+003
1.112323228145268e-002	3.281138e+003
1.115323228145250e-002	3.273433e+003
1.118323228145233e-002	3.265744e+003
1.121323228145215e-002	3.258070e+003
1.124323228145197e-002	3.250411e+003
1.127323228145179e-002	3.242766e+003
1.130323228145161e-002	3.235137e+003
1.133323228145144e-002	3.227523e+003
1.136323228145126e-002	3.219925e+003
1.139323228145108e-002	3.212341e+003
1.142323228145090e-002	3.204772e+003
1.145323228145072e-002	3.197218e+003
1.148323228145055e-002	3.189680e+003
1.151323228145037e-002	3.182156e+003
1.154323228145019e-002	3.174648e+003
1.157323228145001e-002	3.167155e+003
1.160323228144983e-002	3.159677e+003
1.163323228144965e-002	3.152214e+003
1.166323228144948e-002	3.144766e+003
1.169323228144930e-002	3.137333e+003
1.172323228144912e-002	3.129916e+003
1.175323228144894e-002	3.122514e+003
1.178323228144876e-002	3.115126e+003
1.181323228144859e-002	3.107754e+003
1.184323228144841e-002	3.100397e+003
1.187323228144823e-002	3.093055e+003
1.190323228144805e-002	3.085728e+003
1.193323228144787e-002	3.078417e+003
1.196323228144769e-002	3.071120e+003
1.199323228144752e-002	3.063839e+003
1.202323228144734e-002	3.056572e+003
1.205323228144716e-002	3.049321e+003
1.208323228144698e-002	3.042085e+003
1.211323228144680e-002	3.034864e+003
1.214323228144663e-002	3.027658e+003
1.217323228144645e-002	3.020467e+003
1.220323228144627e-002	3.013291e+003
1.223323228144609e-002	3.006130e+003
1.226323228144591e-002	2.998985e+003
1.229323228144573e-002	2.991854e+003
1.232323228144556e-002	2.984738e+003
1.235323228144538e-002	2.977638e+003
1.238323228144520e-002	2.970552e+003
1.241323228144502e-002	2.963482e+003
1.244323228144484e-002	2.956426e+003
1.247323228144467e-002	2.949386e+003
1.250323228144449e-002	2.942360e+003
1.253323228144431e-002	2.935350e+003
1.256323228144413e-002	2.928354e+003
1.259323228144395e-002	2.921374e+003
1.262323228144377e-002	2.914408e+003
1.265323228144360e-002	2.907458e+003
1.268323228144342e-002	2.900522e+003
1.271323228144324e-002	2.893601e+003
1.274323228144306e-002	2.886696e+003
1.277323228144288e-002	2.879805e+003
1.280323228144271e-002	2.872929e+003
1.283323228144253e-002	2.866067e+003
1.286323228144235e-002	2.859221e+003
1.289323228144217e-002	2.852390e+003
1.292323228144199e-002	2.845573e+003
1.295323228144182e-002	2.838771e+003
1.298323228144164e-002	2.831984e+003
1.301323228144146e-002	2.825212e+003
1.304323228144128e-002	2.818455e+003
1.307323228144110e-002	2.811712e+003
1.310323228144092e-002	2.804984e+003
1.313323228144075e-002	2.798271e+003
1.316323228144057e-002	2.791573e+003
1.319323228144039e-002	2.784889e+003
1.322323228144021e-002	2.778220e+003
1.325323228144003e-002	2.771566e+003
1.328323228143986e-002	2.764926e+003
1.331323228143968e-002	2.758301e+003
1.334323228143950e-002	2.751690e+003
1.337323228143932e-002	2.745095e+003
1.340323228143914e-002	2.738513e+003
1.343323228143896e-002	2.731947e+003
1.346323228143879e-002	2.725395e+003
1.349323228143861e-002	2.718857e+003
1.352323228143843e-002	2.712334e+003
1.355323228143825e-002	2.705826e+003
1.358323228143807e-002	2.699332e+003
1.361323228143790e-002	2.692852e+003
1.364323228143772e-002	2.686387e+003
1.367323228143754e-002	2.679937e+003
1.370323228143736e-002	2.673500e+003
1.373323228143718e-002	2.667079e+003
1.376323228143700e-002	2.660671e+003
1.379323228143683e-002	2.654278e+003
1.382323228143665e-002	2.647899e+003
1.385323228143647e-002	2.641535e+003
1.388323228143629e-002	2.635185e+003
1.391323228143611e-002	2.628849e+003
1.394323228143594e-002	2.622527e+003
1.397323228143576e-002	2.616220e+003
1.400323228143558e-002	2.609927e+003
1.403323228143540e-002	2.603648e+003
1.406323228143522e-002	2.597383e+003
1.409323228143504e-002	2.591133e+003
1.412323228143487e-002	2.584896e+003
1.415323228143469e-002	2.578674e+003
1.418323228143451e-002	2.572466e+003
1.421323228143433e-002	2.566271e+003
1.424323228143415e-002	2.560092e+003
1.427323228143398e-002	2.553926e+003
1.430323228143380e-002	2.547773e+003
1.433323228143362e-002	2.541635e+003
1.436323228143344e-002	2.535511e+003
1.439323228143326e-002	2.529401e+003
1.442323228143309e-002	2.523305e+003
1.445323228143291e-002	2.517223e+003
1.448323228143273e-002	2.511155e+003
1.451323228143255e-002	2.505100e+003
1.454323228143237e-002	2.499059e+003
1.457323228143219e-002	2.493032e+003
1.460323228143202e-002	2.487020e+003
1.463323228143184e-002	2.481020e+003
1.466323228143166e-002	2.475035e+003
1.469323228143148e-002	2.469063e+003
1.472323228143130e-002	2.463105e+003
1.475323228143113e-002	2.457160e+003
1.478323228143095e-002	2.451230e+003
1.481323228143077e-002	2.445313e+003
1.484323228143059e-002	2.439409e+003
1.487323228143041e-002	2.433519e+003
1.490323228143023e-002	2.427643e+003
1.493323228143006e-002	2.421780e+003
1.496323228142988e-002	2.415931e+003
1.499323228142970e-002	2.410095e+003
1.502323228142952e-002	2.404273e+003
1.505323228142934e-002	2.398464e+003
1.508323228142917e-002	2.392669e+003
1.511323228142899e-002	2.386887e+003
1.514323228142881e-002	2.381118e+003
1.517323228142863e-002	2.375363e+003
1.520323228142845e-002	2.369621e+003
1.523323228142827e-002	2.363893e+003
1.526323228142810e-002	2.358177e+003
1.529323228142792e-002	2.352475e+003
1.532323228142774e-002	2.346786e+003
1.535323228142756e-002	2.341111e+003
1.538323228142738e-002	2.335448e+003
1.541323228142721e-002	2.329799e+003
1.544323228142703e-002	2.324163e+003
1.547323228142685e-002	2.318540e+003
1.550323228142667e-002	2.312931e+003
1.553323228142649e-002	2.307334e+003
1.556323228142631e-002	2.301750e+003
1.559323228142614e-002	2.296179e+003
1.562323228142596e-002	2.290622e+003
1.565323228142578e-002	2.285077e+003
1.568323228142560e-002	2.279545e+003
1.571323228142543e-002	2.274027e+003
1.574323228142525e-002	2.268521e+003
1.577323228142507e-002	2.263028e+003
1.580323228142489e-002	2.257548e+003
1.583323228142471e-002	2.252080e+003
1.586323228142453e-002	2.246626e+003
1.589323228142436e-002	2.241184e+003
1.592323228142418e-002	2.235755e+003
1.595323228142400e-002	2.230339e+003
1.598323228142382e-002	2.224935e+003
1.601323228142364e-002	2.219544e+003
1.604323228142347e-002	2.214166e+003
1.607323228142329e-002	2.208801e+003
1.610323228142311e-002	2.203448e+003
1.613323228142293e-002	2.198107e+003
1.616323228142275e-002	2.192780e+003
1.619323228142258e-002	2.187464e+003
1.622323228142240e-002	2.182161e+003
1.625323228142222e-002	2.176871e+003
1.628323228142204e-002	2.171593e+003
1.631323228142186e-002	2.166328e+003
1.634323228142168e-002	2.161075e+003
1.637323228142151e-002	2.155834e+003
1.640323228142133e-002	2.150606e+003
1.643323228142115e-002	2.145390e+003
1.646323228142097e-002	2.140187e+003
1.649323228142079e-002	2.134996e+003
1.652323228142062e-002	2.129817e+003
1.655323228142044e-002	2.124650e+003
1.658323228142026e-002	2.119495e+003
1.661323228142008e-002	2.114353e+003
1.664323228141990e-002	2.109223e+003
1.667323228141972e-002	2.104105e+003
1.670323228141955e-002	2.098999e+003
1.673323228141937e-002	2.093905e+003
1.676323228141919e-002	2.088823e+003
1.679323228141901e-002	2.083753e+003
1.682323228141883e-002	2.078696e+003
1.685323228141866e-002	2.073650e+003
1.688323228141848e-002	2.068616e+003
1.691323228141830e-002	2.063594e+003
1.694323228141812e-002	2.058585e+003
1.697323228141794e-002	2.053587e+003
1.700323228141776e-002	2.048601e+003
1.703323228141759e-002	2.043626e+003
1.706323228141741e-002	2.038664e+003
1.709323228141723e-002	2.033713e+003
1.712323228141705e-002	2.028774e+003
1.715323228141687e-002	2.023847e+003
1.718323228141670e-002	2.018932e+003
1.721323228141652e-002	2.014028e+003
1.724323228141634e-002	2.009136e+003
1.727323228141616e-002	2.004255e+003
1.730323228141598e-002	1.999387e+003
1.733323228141580e-002	1.994529e+003
1.736323228141563e-002	1.989684e+003
1.739323228141545e-002	1.984850e+003
1.742323228141527e-002	1.980027e+003
1.745323228141509e-002	1.975216e+003
1.748323228141491e-002	1.970416e+003
1.751323228141474e-002	1.965628e+003
1.754323228141456e-002	1.960852e+003
1.757323228141438e-002	1.956086e+003
1.760323228141420e-002	1.951332e+003
1.763323228141402e-002	1.946590e+003
1.766323228141385e-002	1.941858e+003
1.769323228141367e-002	1.937138e+003
1.772323228141349e-002	1.932430e+003
1.775323228141331e-002	1.927732e+003
1.778323228141313e-002	1.923046e+003
1.781323228141295e-002	1.918371e+003
1.784323228141278e-002	1.913707e+003
1.787323228141260e-002	1.909055e+003
1.790323228141242e-002	1.904413e+003
1.793323228141224e-002	1.899783e+003
1.796323228141206e-002	1.895163e+003
1.799323228141189e-002	1.890555e+003
1.802323228141171e-002	1.885958e+003
1.805323228141153e-002	1.881372e+003
1.808323228141135e-002	1.876796e+003
1.811323228141117e-002	1.872232e+003
1.814323228141099e-002	1.867679e+003
1.817323228141082e-002	1.863136e+003
1.820323228141064e-002	1.858605e+003
1.823323228141046e-002	1.854084e+003
1.826323228141028e-002	1.849574e+003
1.829323228141010e-002	1.845075e+003
1.832323228140993e-002	1.840587e+003
1.835323228140975e-002	1.836109e+003
1.838323228140957e-002	1.831643e+003
1.841323228140939e-002	1.827187e+003
1.844323228140921e-002	1.822742e+003
1.847323228140903e-002	1.818307e+003
1.850323228140886e-002	1.813883e+003
1.853323228140868e-002	1.809470e+003
1.856323228140850e-002	1.805067e+003
1.859323228140832e-002	1.800675e+003
1.862323228140814e-002	1.796293e+003
1.865323228140797e-002	1.791922e+003
1.868323228140779e-002	1.787562e+003
1.871323228140761e-002	1.783212e+003
1.874323228140743e-002	1.778872e+003
1.877323228140725e-002	1.774543e+003
1.880323228140707e-002	1.770224e+003
1.883323228140690e-002	1.765916e+003
1.886323228140672e-002	1.761618e+003
1.889323228140654e-002	1.757330e+003
1.892323228140636e-002	1.753053e+003
1.895323228140618e-002	1.748786e+003
1.898323228140601e-002	1.744529e+003
1.901323228140583e-002	1.740283e+003
1.904323228140565e-002	1.736046e+003
1.907323228140547e-002	1.731820e+003
1.910323228140529e-002	1.727604e+003
1.913323228140512e-002	1.723399e+003
1.916323228140494e-002	1.719203e+003
1.919323228140476e-002	1.715018e+003
1.922323228140458e-002	1.710842e+003
1.925323228140440e-002	1.706677e+003
1.928323228140422e-002	1.702522e+003
1.931323228140405e-002	1.698376e+003
1.934323228140387e-002	1.694241e+003
1.937323228140369e-002	1.690116e+003
1.940323228140351e-002	1.686001e+003
1.943323228140333e-002	1.681895e+003
1.946323228140316e-002	1.677800e+003
1.949323228140298e-002	1.673714e+003
1.952323228140280e-002	1.669639e+003
1.955323228140262e-002	1.665573e+003
1.958323228140244e-002	1.661517e+003
1.961323228140226e-002	1.657470e+003
1.964323228140209e-002	1.653434e+003
1.967323228140191e-002	1.649407e+003
1.970323228140173e-002	1.645390e+003
1.973323228140155e-002	1.641383e+003
1.976323228140137e-002	1.637385e+003
1.979323228140120e-002	1.633397e+003
1.982323228140102e-002	1.629419e+003
1.985323228140084e-002	1.625450e+003
1.988323228140066e-002	1.621491e+003
1.991323228140048e-002	1.617542e+003
1.994323228140030e-002	1.613602e+003
1.997323228140013e-002	1.609671e+003
2.000323228139995e-002	1.605750e+003
2.003323228139977e-002	1.601839e+003
2.006323228139959e-002	1.597937e+003
2.009323228139941e-002	1.594044e+003
2.012323228139924e-002	1.590161e+003
2.015323228139906e-002	1.586287e+003
2.018323228139888e-002	1.582423e+003
2.021323228139870e-002	1.578568e+003
2.024323228139852e-002	1.574722e+003
2.027323228139834e-002	1.570886e+003
2.030323228139817e-002	1.567059e+003
2.033323228139799e-002	1.563241e+003
2.036323228139781e-002	1.559432e+003
2.039323228139763e-002	1.555633e+003
2.042323228139745e-002	1.551843e+003
2.045323228139728e-002	1.548062e+003
2.048323228139710e-002	1.544290e+003
2.051323228139692e-002	1.540527e+003
2.054323228139674e-002	1.536774e+003
2.057323228139656e-002	1.533029e+003
2.060323228139638e-002	1.529294e+003
2.063323228139621e-002	1.525568e+003
2.066323228139603e-002	1.521850e+003
2.069323228139585e-002	1.518142e+003
2.072323228139567e-002	1.514443e+003
2.075323228139549e-002	1.510752e+003
2.078323228139532e-002	1.507071e+003
2.081323228139514e-002	1.503398e+003
2.084323228139496e-002	1.499735e+003
2.087323228139478e-002	1.496080e+003
2.090323228139460e-002	1.492434e+003
2.093323228139443e-002	1.488797e+003
2.096323228139425e-002	1.485169e+003
2.099323228139407e-002	1.481550e+003
2.102323228139389e-002	1.477939e+003
2.105323228139371e-002	1.474337e+003
2.108323228139353e-002	1.470744e+003
2.111323228139336e-002	1.467160e+003
2.114323228139318e-002	1.463584e+003
2.117323228139300e-002	1.460017e+003
2.120323228139282e-002	1.456459e+003
2.123323228139264e-002	1.452909e+003
2.126323228139247e-002	1.449368e+003
2.129323228139229e-002	1.445836e+003
2.132323228139211e-002	1.442312e+003
2.135323228139193e-002	1.438797e+003
2.138323228139175e-002	1.435290e+003
2.141323228139157e-002	1.431791e+003
2.144323228139140e-002	1.428302e+003
2.147323228139122e-002	1.424820e+003
2.150323228139104e-002	1.421347e+003
2.153323228139086e-002	1.417883e+003
2.156323228139068e-002	1.414427e+003
2.159323228139051e-002	1.410979e+003
2.162323228139033e-002	1.407540e+003
2.165323228139015e-002	1.404109e+003
2.168323228138997e-002	1.400687e+003
2.171323228138979e-002	1.397272e+003
2.174323228138961e-002	1.393866e+003
2.177323228138944e-002	1.390469e+003
2.180323228138926e-002	1.387079e+003
2.183323228138908e-002	1.383698e+003
2.186323228138890e-002	1.380325e+003
2.189323228138872e-002	1.376961e+003
2.192323228138855e-002	1.373604e+003
2.195323228138837e-002	1.370255e+003
2.198323228138819e-002	1.366915e+003
2.201323228138801e-002	1.363583e+003
2.204323228138783e-002	1.360259e+003
2.207323228138765e-002	1.356943e+003
2.210323228138748e-002	1.353635e+003
2.213323228138730e-002	1.350335e+003
2.216323228138712e-002	1.347043e+003
2.219323228138694e-002	1.343760e+003
2.222323228138676e-002	1.340484e+003
2.225323228138659e-002	1.337216e+003
2.228323228138641e-002	1.333956e+003
2.231323228138623e-002	1.330704e+003
2.234323228138605e-002	1.327460e+003
2.237323228138587e-002	1.324224e+003
2.240323228138570e-002	1.320995e+003
2.243323228138552e-002	1.317775e+003
2.246323228138534e-002	1.314562e+003
2.249323228138516e-002	1.311357e+003
2.252323228138498e-002	1.308160e+003
2.255323228138480e-002	1.304971e+003
2.258323228138463e-002	1.301790e+003
2.261323228138445e-002	1.298616e+003
2.264323228138427e-002	1.295450e+003
2.267323228138409e-002	1.292292e+003
2.270323228138391e-002	1.289141e+003
2.273323228138374e-002	1.285998e+003
2.276323228138356e-002	1.282863e+003
2.279323228138338e-002	1.279735e+003
2.282323228138320e-002	1.276615e+003
2.285323228138302e-002	1.273502e+003
2.288323228138284e-002	1.270397e+003
2.291323228138267e-002	1.267300e+003
2.294323228138249e-002	1.264210e+003
2.297323228138231e-002	1.261128e+003
2.300323228138213e-002	1.258053e+003
2.303323228138195e-002	1.254986e+003
2.306323228138178e-002	1.251926e+003
2.309323228138160e-002	1.248874e+003
2.312323228138142e-002	1.245829e+003
2.315323228138124e-002	1.242791e+003
2.318323228138106e-002	1.239761e+003
2.321323228138088e-002	1.236739e+003
2.324323228138071e-002	1.233723e+003
2.327323228138053e-002	1.230715e+003
2.330323228138035e-002	1.227714e+003
2.333323228138017e-002	1.224721e+003
2.336323228137999e-002	1.221735e+003
2.339323228137982e-002	1.218756e+003
2.342323228137964e-002	1.215785e+003
2.345323228137946e-002	1.212820e+003
2.348323228137928e-002	1.209863e+003
2.351323228137910e-002	1.206913e+003
2.354323228137892e-002	1.203971e+003
2.357323228137875e-002	1.201035e+003
2.360323228137857e-002	1.198107e+003
2.363323228137839e-002	1.195185e+003
2.366323228137821e-002	1.192271e+003
2.369323228137803e-002	1.189364e+003
2.372323228137786e-002	1.186464e+003
2.375323228137768e-002	1.183571e+003
2.378323228137750e-002	1.180686e+003
2.381323228137732e-002	1.177807e+003
2.384323228137714e-002	1.174935e+003
2.387323228137697e-002	1.172070e+003
2.390323228137679e-002	1.169212e+003
2.393323228137661e-002	1.166361e+003
2.396323228137643e-002	1.163518e+003
2.399323228137625e-002	1.160681e+003
2.402323228137607e-002	1.157851e+003
2.405323228137590e-002	1.155027e+003
2.408323228137572e-002	1.152211e+003
2.411323228137554e-002	1.149402e+003
2.414323228137536e-002	1.146599e+003
2.417323228137518e-002	1.143804e+003
2.420323228137501e-002	1.141015e+003
2.423323228137483e-002	1.138233e+003
2.426323228137465e-002	1.135457e+003
2.429323228137447e-002	1.132689e+003
2.432323228137429e-002	1.129927e+003
2.435323228137411e-002	1.127172e+003
2.438323228137394e-002	1.124423e+003
2.441323228137376e-002	1.121682e+003
2.444323228137358e-002	1.118947e+003
2.447323228137340e-002	1.116219e+003
2.450323228137322e-002	1.113497e+003
2.453323228137305e-002	1.110782e+003
2.456323228137287e-002	1.108074e+003
2.459323228137269e-002	1.105372e+003
2.462323228137251e-002	1.102677e+003
2.465323228137233e-002	1.099988e+003
2.468323228137215e-002	1.097306e+003
2.471323228137198e-002	1.094630e+003
2.474323228137180e-002	1.091961e+003
2.477323228137162e-002	1.089299e+003
2.480323228137144e-002	1.086643e+003
2.483323228137126e-002	1.083994e+003
2.486323228137109e-002	1.081350e+003
2.489323228137091e-002	1.078714e+003
2.492323228137073e-002	1.076084e+003
2.495323228137055e-002	1.073460e+003
2.498323228137037e-002	1.070843e+003
2.501323228137019e-002	1.068232e+003
2.504323228137002e-002	1.065627e+003
2.507323228136984e-002	1.063029e+003
2.510323228136966e-002	1.060437e+003
2.513323228136948e-002	1.057851e+003
2.516323228136930e-002	1.055272e+003
2.519323228136913e-002	1.052699e+003
2.522323228136895e-002	1.050132e+003
2.525323228136877e-002	1.047572e+003
2.528323228136859e-002	1.045018e+003
2.531323228136841e-002	1.042470e+003
2.534323228136824e-002	1.039928e+003
2.537323228136806e-002	1.037393e+003
2.540323228136788e-002	1.034863e+003
2.543323228136770e-002	1.032340e+003
2.546323228136752e-002	1.029823e+003
2.549323228136734e-002	1.027312e+003
2.552323228136717e-002	1.024807e+003
2.555323228136699e-002	1.022309e+003
2.558323228136681e-002	1.019816e+003
2.561323228136663e-002	1.017330e+003
2.564323228136645e-002	1.014849e+003
2.567323228136628e-002	1.012375e+003
2.570323228136610e-002	1.009907e+003
2.573323228136592e-002	1.007445e+003
2.576323228136574e-002	1.004988e+003
2.579323228136556e-002	1.002538e+003
2.582323228136538e-002	1.000094e+003
2.585323228136521e-002	9.976554e+002
2.588323228136503e-002	9.952230e+002
2.591323228136485e-002	9.927966e+002
2.594323228136467e-002	9.903761e+002
2.597323228136449e-002	9.879615e+002
2.600323228136432e-002	9.855528e+002
2.603323228136414e-002	9.831500e+002
2.606323228136396e-002	9.807530e+002
2.609323228136378e-002	9.783619e+002
2.612323228136360e-002	9.759766e+002
2.615323228136342e-002	9.735972e+002
2.618323228136325e-002	9.712235e+002
2.621323228136307e-002	9.688557e+002
2.624323228136289e-002	9.664936e+002
2.627323228136271e-002	9.641373e+002
2.630323228136253e-002	9.617867e+002
2.633323228136236e-002	9.594420e+002
2.636323228136218e-002	9.571028e+002
2.639323228136200e-002	9.547695e+002
2.642323228136182e-002	9.524418e+002
2.645323228136164e-002	9.501198e+002
2.648323228136146e-002	9.478035e+002
2.651323228136129e-002	9.454928e+002
2.654323228136111e-002	9.431878e+002
2.657323228136093e-002	9.408884e+002
2.660323228136075e-002	9.385946e+002
2.663323228136057e-002	9.363064e+002
2.666323228136040e-002	9.340238e+002
2.669323228136022e-002	9.317468e+002
2.672323228136004e-002	9.294753e+002
2.675323228135986e-002	9.272094e+002
2.678323228135968e-002	9.249490e+002
2.681323228135950e-002	9.226942e+002
2.684323228135933e-002	9.204448e+002
2.687323228135915e-002	9.182009e+002
2.690323228135897e-002	9.159625e+002
2.693323228135879e-002	9.137296e+002
2.696323228135861e-002	9.115021e+002
2.699323228135844e-002	9.092801e+002
2.702323228135826e-002	9.070635e+002
2.705323228135808e-002	9.048523e+002
2.708323228135790e-002	9.026465e+002
2.711323228135772e-002	9.004461e+002
2.714323228135755e-002	8.982510e+002
2.717323228135737e-002	8.960614e+002
2.720323228135719e-002	8.938771e+002
2.723323228135701e-002	8.916981e+002
2.726323228135683e-002	8.895244e+002
2.729323228135665e-002	8.873560e+002
2.732323228135648e-002	8.851929e+002
2.735323228135630e-002	8.830352e+002
2.738323228135612e-002	8.808827e+002
2.741323228135594e-002	8.787354e+002
2.744323228135576e-002	8.765934e+002
2.747323228135559e-002	8.744566e+002
2.750323228135541e-002	8.723251e+002
2.753323228135523e-002	8.701987e+002
2.756323228135505e-002	8.680775e+002
2.759323228135487e-002	8.659615e+002
2.762323228135469e-002	8.638507e+002
2.765323228135452e-002	8.617451e+002
2.768323228135434e-002	8.596445e+002
2.771323228135416e-002	8.575492e+002
2.774323228135398e-002	8.554589e+002
2.777323228135380e-002	8.533737e+002
2.780323228135363e-002	8.512936e+002
2.783323228135345e-002	8.492187e+002
2.786323228135327e-002	8.471487e+002
2.789323228135309e-002	8.450839e+002
2.792323228135291e-002	8.430240e+002
2.795323228135273e-002	8.409693e+002
2.798323228135256e-002	8.389195e+002
2.801323228135238e-002	8.368748e+002
2.804323228135220e-002	8.348350e+002
2.807323228135202e-002	8.328002e+002
2.810323228135184e-002	8.307704e+002
2.813323228135167e-002	8.287455e+002
2.816323228135149e-002	8.267256e+002
2.819323228135131e-002	8.247106e+002
2.822323228135113e-002	8.227006e+002
